L,N,J,V,W,ts,holes,vdimers,hdimers,representator,instance,unconstrained,energy,avrgtimeavrgcorr,stdtimeavrgcorr,avrgcorr,stdcorr,periodicity,filling
12,9,1,4,0.0,5236.611144094477,3,0,0,111011110110,3,false,0.0,1.0000000000000007,2.518129914126626e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,5236.611144094477,3,0,0,111011110110,3,true,0.0,-0.0008972298355082592,2.342810913635004e-14,0.0693745944520129,1.2437010553102075e-13,12.0,0.75
12,9,1,16,0.0,5743.954197809586,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.3899616941225104e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,5743.954197809586,3,0,0,111011110110,3,true,0.0,-0.014404738194648447,1.0568988307119887e-13,-0.059544044049032914,6.774787338660845e-13,12.0,0.75
12,9,1,1,0.0,5743.954197809586,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.981441741150804e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,5743.954197809586,3,0,0,111011110110,3,true,0.0,0.019337871800971084,8.150957955838804e-15,0.0036302401334915154,4.676039595887568e-14,12.0,0.75
12,9,1,4,0.0,5743.954197809586,3,0,0,111011110110,3,false,0.0,1.0000000000000007,2.499711348167662e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,5743.954197809586,3,0,0,111011110110,3,true,0.0,-0.0017691761659032357,2.459579938376971e-14,-0.010769090203087679,1.0361395234893527e-13,12.0,0.75
12,9,1,16,0.0,6300.450600335654,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.37157134821743e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,6300.450600335654,3,0,0,111011110110,3,true,0.0,-0.011064962239017031,8.622680133200889e-14,0.02340699487160228,1.065301306460941e-12,12.0,0.75
12,9,1,1,0.0,6300.450600335654,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.981383521257019e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,6300.450600335654,3,0,0,111011110110,3,true,0.0,0.020432104050399028,6.938327958414471e-15,0.031726372789514415,3.668872327636115e-14,12.0,0.75
12,9,1,4,0.0,6300.450600335654,3,0,0,111011110110,3,false,0.0,1.0000000000000007,2.5275343238084817e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,6300.450600335654,3,0,0,111011110110,3,true,0.0,-0.005642158490629994,2.3224423387019713e-14,-0.045617678514076096,1.8356936828082386e-13,12.0,0.75
12,9,1,16,0.0,6910.862517393936,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.3909682019233505e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,6910.862517393936,3,0,0,111011110110,3,true,0.0,-0.0010035703343936914,7.396283656118116e-14,0.10284647075129463,9.882821817773133e-13,12.0,0.75
12,9,1,1,0.0,6910.862517393936,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.980123742938573e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,6910.862517393936,3,0,0,111011110110,3,true,0.0,0.018352729187829597,9.249899012628105e-15,-0.0031098245977112244,4.7343176656934413e-14,12.0,0.75
12,9,1,4,0.0,6910.862517393936,3,0,0,111011110110,3,false,0.0,1.0000000000000007,2.5224537102451777e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,6910.862517393936,3,0,0,111011110110,3,true,0.0,-0.0044970477008428504,1.613299084069632e-14,0.007322370893955575,2.599118941281371e-13,12.0,0.75
12,9,1,16,0.0,7580.413491659797,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.3684620386676806e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,7580.413491659797,3,0,0,111011110110,3,true,0.0,0.0018755610249699469,9.670662554248419e-14,0.031592911546185015,1.573727092941789e-12,12.0,0.75
12,9,1,1,0.0,7580.413491659797,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.9814546499339026e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,7580.413491659797,3,0,0,111011110110,3,true,0.0,0.021810988845779738,8.485481124609282e-15,0.057505891794353496,3.5481293426797717e-14,12.0,0.75
12,9,1,4,0.0,7580.413491659797,3,0,0,111011110110,3,false,0.0,1.0000000000000007,2.5224537102451777e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,7580.413491659797,3,0,0,111011110110,3,true,0.0,-0.00729789163202683,1.3723136157645196e-14,-0.03620718769019931,2.0039963386437074e-13,12.0,0.75
12,9,1,16,0.0,8314.83314273874,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.362263113444912e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,8314.83314273874,3,0,0,111011110110,3,true,0.0,0.00759441772909411,8.472261628347449e-14,0.06662238416915875,1.0962879751904836e-12,12.0,0.75
12,9,1,1,0.0,8314.83314273874,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.982053701964064e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,8314.83314273874,3,0,0,111011110110,3,true,0.0,0.019998527606255027,1.046995439226397e-14,0.0012909595107951169,6.634294855625286e-14,12.0,0.75
12,9,1,4,0.0,8314.83314273874,3,0,0,111011110110,3,false,0.0,1.0000000000000009,2.510379889142569e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,8314.83314273874,3,0,0,111011110110,3,true,0.0,0.00015374792035504194,2.9076607908257205e-14,0.07706687097592191,3.2316420471783453e-13,12.0,0.75
12,9,1,16,0.0,9120.406197848244,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.3913336895580354e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,9120.406197848244,3,0,0,111011110110,3,true,0.0,0.004953554906014212,1.0026561444056115e-13,-0.0223044741299575,1.1578483137455682e-12,12.0,0.75
12,9,1,1,0.0,9120.406197848244,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.9817813436373296e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,9120.406197848244,3,0,0,111011110110,3,true,0.0,0.019077762552907617,9.393966436999145e-15,0.009573959348854721,2.755856745154085e-14,12.0,0.75
12,9,1,4,0.0,9120.406197848244,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4707980263804563e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,9120.406197848244,3,0,0,111011110110,3,true,0.0,0.004675816835014819,3.210756132290738e-14,0.05135097341687277,1.7896967306514968e-13,12.0,0.75
12,9,1,16,0.0,10004.026272781033,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.367833307531965e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,10004.026272781033,3,0,0,111011110110,3,true,0.0,0.0028840081159700005,1.3319388206493734e-13,-0.018477103866566015,1.2668471074692191e-12,12.0,0.75
12,9,1,1,0.0,10004.026272781033,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.979301452858507e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,10004.026272781033,3,0,0,111011110110,3,true,0.0,0.01755462707704997,9.401378393566615e-15,0.0018333746652240345,4.9990281396477746e-14,12.0,0.75
12,9,1,4,0.0,10004.026272781033,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.5392589144054345e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,10004.026272781033,3,0,0,111011110110,3,true,0.0,0.01379466407463816,5.776222778058784e-14,0.10791610069751961,4.575742299452796e-13,12.0,0.75
12,9,1,16,0.0,10973.254863374914,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.409720969445746e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,10973.254863374914,3,0,0,111011110110,3,true,0.0,-0.006397313061396997,1.7714097102981674e-13,-0.10219574679064326,1.813576991716261e-12,12.0,0.75
12,9,1,1,0.0,10973.254863374914,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.981637621839193e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,10973.254863374914,3,0,0,111011110110,3,true,0.0,0.015988529825994927,2.1683655068323874e-14,-0.00017615846047556904,1.6481005221119005e-13,12.0,0.75
12,9,1,4,0.0,10973.254863374914,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.547840160256468e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,10973.254863374914,3,0,0,111011110110,3,true,0.0,0.025178874841889808,4.259990728712605e-14,0.14268257285050784,4.635942742101644e-13,12.0,0.75
12,9,1,16,0.0,12036.386052303704,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.398928604839457e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,12036.386052303704,3,0,0,111011110110,3,true,0.0,-0.003289988105256449,2.678550532797153e-13,0.028782694026675073,2.149424208040423e-12,12.0,0.75
12,9,1,1,0.0,12036.386052303704,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.979701088237066e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,12036.386052303704,3,0,0,111011110110,3,true,0.0,0.01494971973103896,1.734694036143231e-14,0.004227498385916235,9.096210096216805e-14,12.0,0.75
12,9,1,4,0.0,12036.386052303704,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.553123819964306e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,12036.386052303704,3,0,0,111011110110,3,true,0.0,0.02811171678681841,5.5087074561311767e-14,0.058383448508023336,2.400147294645524e-13,12.0,0.75
12,9,1,16,0.0,13202.517484910899,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.405203494928171e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,13202.517484910899,3,0,0,111011110110,3,true,0.0,-0.003173134573900514,2.26452337968118e-13,-0.001967014769865671,1.5980077877348639e-12,12.0,0.75
12,9,1,1,0.0,13202.517484910899,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.979672054866856e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,13202.517484910899,3,0,0,111011110110,3,true,0.0,0.015496143139696196,1.4782867840356053e-14,0.021136127545150075,8.293304371604828e-14,12.0,0.75
12,9,1,4,0.0,13202.517484910899,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.5578609240793084e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,13202.517484910899,3,0,0,111011110110,3,true,0.0,0.030627655174814077,9.613373825955259e-14,0.05659625946328686,8.137038253940066e-13,12.0,0.75
12,9,1,16,0.0,14481.628221455807,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.346273436801528e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,14481.628221455807,3,0,0,111011110110,3,true,0.0,-0.0033513426545905864,2.310031435911197e-13,-0.005190741882540437,2.254342176753956e-12,12.0,0.75
12,9,1,1,0.0,14481.628221455807,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.98061871551351e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,14481.628221455807,3,0,0,111011110110,3,true,0.0,0.014978895814396159,1.9032678820446368e-14,0.009640056368217019,1.1503430847378822e-13,12.0,0.75
12,9,1,4,0.0,14481.628221455807,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4925793909017833e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,14481.628221455807,3,0,0,111011110110,3,true,0.0,0.02901296908313818,9.653944781483831e-14,0.012346764391919536,4.1822267734156695e-13,12.0,0.75
12,9,1,16,0.0,15884.664131984688,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.3680064530503403e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,15884.664131984688,3,0,0,111011110110,3,true,0.0,0.0011201722559235447,2.5720477005852534e-13,0.047273528727285824,2.6879493398453055e-12,12.0,0.75
12,9,1,1,0.0,15884.664131984688,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.982216988541635e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,15884.664131984688,3,0,0,111011110110,3,true,0.0,0.011849631055155544,1.9922241566734662e-14,-0.020449505773597217,8.893114234409949e-14,12.0,0.75
12,9,1,4,0.0,15884.664131984688,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4876659359839624e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,15884.664131984688,3,0,0,111011110110,3,true,0.0,0.03759677478612266,7.680534675635967e-14,0.12619570656184215,5.017898278838725e-13,12.0,0.75
12,9,1,16,0.0,17423.631564586278,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.372012603381355e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,17423.631564586278,3,0,0,111011110110,3,true,0.0,-0.003108634820538282,3.4082639681313827e-13,-0.046756848983849984,3.68462635514186e-12,12.0,0.75
12,9,1,1,0.0,17423.631564586278,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.9817329170449555e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,17423.631564586278,3,0,0,111011110110,3,true,0.0,0.014984268650940746,2.2686131272362856e-14,0.04733886195144119,1.6558551875245442e-13,12.0,0.75
12,9,1,4,0.0,17423.631564586278,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.5016356470576347e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,17423.631564586278,3,0,0,111011110110,3,true,0.0,0.03592730004630164,1.1874320416641364e-13,0.018695586783819006,8.080624180124967e-13,12.0,0.75
12,9,1,16,0.0,19111.700088588346,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4287420972185984e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,19111.700088588346,3,0,0,111011110110,3,true,0.0,0.011614677528373843,3.225540334277268e-13,0.16358337200386758,3.3727393215965707e-12,12.0,0.75
12,9,1,1,0.0,19111.700088588346,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.981703375726129e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,19111.700088588346,3,0,0,111011110110,3,true,0.0,0.015866664086138457,2.38665502949345e-14,0.024974429996439357,1.0301676637025968e-13,12.0,0.75
12,9,1,4,0.0,19111.700088588346,3,0,0,111011110110,3,false,0.0,1.0000000000000009,2.5228001491470405e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,19111.700088588346,3,0,0,111011110110,3,true,0.0,0.04156642605574741,1.064656936374988e-13,0.09977144115899605,7.820824779725175e-13,12.0,0.75
12,9,1,16,0.0,20963.315191910748,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.3868899020073426e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,20963.315191910748,3,0,0,111011110110,3,true,0.0,-0.00401118743013692,3.7337635191369374e-13,-0.1652957028653307,1.9202033953709076e-12,12.0,0.75
12,9,1,1,0.0,20963.315191910748,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.9801576265583266e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,20963.315191910748,3,0,0,111011110110,3,true,0.0,0.007044740914390042,2.3455420025757615e-14,-0.08401195308237887,7.898865347296222e-14,12.0,0.75
12,9,1,4,0.0,20963.315191910748,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.5613890475809044e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,20963.315191910748,3,0,0,111011110110,3,true,0.0,0.0395852069711077,1.1995161572809022e-13,0.019135781554626186,7.285190084961398e-13,12.0,0.75
12,9,1,16,0.0,22994.32189697242,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4025239616893465e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,22994.32189697242,3,0,0,111011110110,3,true,0.0,-0.0035041595992795103,4.2701101674204117e-13,0.001729197928711533,2.9437453319239096e-12,12.0,0.75
12,9,1,1,0.0,22994.32189697242,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.982543978728618e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,22994.32189697242,3,0,0,111011110110,3,true,0.0,0.005595474876660367,2.882194428136773e-14,-0.009363323964398264,1.3369685654420148e-13,12.0,0.75
12,9,1,4,0.0,22994.32189697242,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.556789300069611e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,22994.32189697242,3,0,0,111011110110,3,true,0.0,0.041819607751089394,1.1946329694234218e-13,0.06488228287622434,8.029190890674379e-13,12.0,0.75
12,9,1,16,0.0,25222.100352982918,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.404588857649433e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,25222.100352982918,3,0,0,111011110110,3,true,0.0,0.0076111947298294885,4.4230282070854963e-13,0.1223398540149848,1.8392431470859384e-12,12.0,0.75
12,9,1,1,0.0,25222.100352982918,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.982116765000743e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,25222.100352982918,3,0,0,111011110110,3,true,0.0,0.008046706869397229,4.0808349149527006e-14,0.033347435194998463,2.1621305888318849e-13,12.0,0.75
12,9,1,4,0.0,25222.100352982918,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.5548980960384186e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,25222.100352982918,3,0,0,111011110110,3,true,0.0,0.04847724034359018,1.3550424576677408e-13,0.11719491129992327,1.1735870229183775e-12,12.0,0.75
12,9,1,16,0.0,27665.714564937985,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4035117419558117e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,27665.714564937985,3,0,0,111011110110,3,true,0.0,0.004836670456486229,5.345065676495902e-13,-0.023800963631450345,3.282624500939222e-12,12.0,0.75
12,9,1,1,0.0,27665.714564937985,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.981385600550657e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,27665.714564937985,3,0,0,111011110110,3,true,0.0,0.0056682509269793185,2.736980663682785e-14,-0.018881309380585565,1.6064891769815946e-13,12.0,0.75
12,9,1,4,0.0,27665.714564937985,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.555957849244483e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,27665.714564937985,3,0,0,111011110110,3,true,0.0,0.04543650015039234,1.5765763444799945e-13,0.014051081811863542,7.686938293096388e-13,12.0,0.75
12,9,1,16,0.0,30346.075532052204,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.387947405807268e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,30346.075532052204,3,0,0,111011110110,3,true,0.0,0.005104592569305599,7.312643456382311e-13,0.007869987525372319,5.586442945730056e-12,12.0,0.75
12,9,1,1,0.0,30346.075532052204,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.9811710821827894e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,30346.075532052204,3,0,0,111011110110,3,true,0.0,0.00039933536740942646,3.252109044615155e-14,-0.05398450163300809,1.9783028746918057e-13,12.0,0.75
12,9,1,4,0.0,30346.075532052204,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.559556041964609e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,30346.075532052204,3,0,0,111011110110,3,true,0.0,0.042855192052359194,1.9552366155410834e-13,0.0162118653062479,8.013217464802795e-13,12.0,0.75
12,9,1,16,0.0,33286.12019167204,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4300389186623097e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,33286.12019167204,3,0,0,111011110110,3,true,0.0,0.0023554482328107056,9.180225534056603e-13,-0.026020223344428172,4.5148526506759445e-12,12.0,0.75
12,9,1,1,0.0,33286.12019167204,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.981690554219454e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,33286.12019167204,3,0,0,111011110110,3,true,0.0,0.0015367535912921444,3.6801699427172764e-14,0.013276772308538671,2.957984675048949e-13,12.0,0.75
12,9,1,4,0.0,33286.12019167204,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.56587963340511e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,33286.12019167204,3,0,0,111011110110,3,true,0.0,0.04289889473220273,2.282779207943108e-13,0.043349977956106664,8.533163181025982e-13,12.0,0.75
12,9,1,16,0.0,36511.007699963746,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4024925256505893e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,36511.007699963746,3,0,0,111011110110,3,true,0.0,-0.0006623483356885357,1.0696085603677593e-12,-0.03181095089463244,9.605792296604317e-12,12.0,0.75
12,9,1,1,0.0,36511.007699963746,3,0,0,111011110110,3,false,0.0,1.0000000000000082,4.98076116699157e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,36511.007699963746,3,0,0,111011110110,3,true,0.0,-0.0039682832122432225,4.2262758450585627e-14,-0.06078927812475196,1.7804084732040884e-13,12.0,0.75
12,9,1,4,0.0,36511.007699963746,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4938084052320955e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,36511.007699963746,3,0,0,111011110110,3,true,0.0,0.03839964104039393,2.526413637741212e-13,-0.008040025079216981,1.5880910730961664e-12,12.0,0.75
12,9,1,16,0.0,40048.33472903009,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.42096886383897e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,40048.33472903009,3,0,0,111011110110,3,true,0.0,0.008526636867386885,1.0097711272933993e-12,0.10337201213168455,6.081191420405044e-12,12.0,0.75
12,9,1,1,0.0,40048.33472903009,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.979895650782776e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,40048.33472903009,3,0,0,111011110110,3,true,0.0,-0.003632988998916063,4.020450762988343e-14,-0.00017220363642379756,7.207901464442268e-14,12.0,0.75
12,9,1,4,0.0,40048.33472903009,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.560997273881823e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,40048.33472903009,3,0,0,111011110110,3,true,0.0,0.04406307577778554,2.3633890425638765e-13,0.10251899676163802,1.2165088984993688e-12,12.0,0.75
12,9,1,16,0.0,43928.37162284166,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.440958943906295e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,43928.37162284166,3,0,0,111011110110,3,true,0.0,0.001777520921321367,1.1738976115344794e-12,-0.06788440805779851,5.3705724077858456e-12,12.0,0.75
12,9,1,1,0.0,43928.37162284166,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.979897384045236e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,43928.37162284166,3,0,0,111011110110,3,true,0.0,-0.0038749040730694955,4.374738498370908e-14,-0.006371863800732688,2.0027805308858706e-13,12.0,0.75
12,9,1,4,0.0,43928.37162284166,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.55776812401145e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,43928.37162284166,3,0,0,111011110110,3,true,0.0,0.045826918423651324,2.7213693599914595e-13,0.06403266301428567,1.840097982442989e-12,12.0,0.75
12,9,1,16,0.0,48184.32143286301,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4507035410548838e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,48184.32143286301,3,0,0,111011110110,3,true,0.0,0.003990359612082928,1.0548433889519523e-12,0.02683047866618625,5.435019898229895e-12,12.0,0.75
12,9,1,1,0.0,48184.32143286301,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.979778740837207e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,48184.32143286301,3,0,0,111011110110,3,true,0.0,-0.0009610563563064619,3.381080169050178e-14,0.029114623825103617,4.915277589425989e-13,12.0,0.75
12,9,1,4,0.0,48184.32143286301,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.5061428927001776e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,48184.32143286301,3,0,0,111011110110,3,true,0.0,0.045348846763978545,2.2235734917353346e-13,0.04041436434151066,1.570072168956369e-12,12.0,0.75
12,9,1,16,0.0,52852.60405004918,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.44885377372095e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,52852.60405004918,3,0,0,111011110110,3,true,0.0,0.006872845471534162,1.219095247607089e-12,0.03662481992701339,8.756712415358382e-12,12.0,0.75
12,9,1,1,0.0,52852.60405004918,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.9796303678512265e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,52852.60405004918,3,0,0,111011110110,3,true,0.0,-0.003931882247108219,3.873794597149579e-14,-0.03459567049259071,1.7734851618848473e-13,12.0,0.75
12,9,1,4,0.0,52852.60405004918,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.512429145872277e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
12,9,1,4,0.0,52852.60405004918,3,0,0,111011110110,3,true,0.0,0.04681836828646497,2.421340282454938e-13,0.06198623690078576,9.816457928198592e-13,12.0,0.75
12,9,1,16,0.0,57973.16786464272,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.4235923906150603e-16,1.0000000000000004,2.4453706582816907e-16,12.0,0.75
12,9,1,16,0.0,57973.16786464272,3,0,0,111011110110,3,true,0.0,0.01595258031999289,7.936241953277459e-13,0.10967031301523807,1.2020802798409854e-11,12.0,0.75
12,9,1,1,0.0,57973.16786464272,3,0,0,111011110110,3,false,0.0,1.0000000000000089,4.97975551451677e-15,1.0000000000000089,4.979927802703209e-15,12.0,0.75
12,9,1,1,0.0,57973.16786464272,3,0,0,111011110110,3,true,0.0,-0.004640673459076876,4.452638340468489e-14,-0.011956559489745826,5.20492504453604e-13,12.0,0.75
12,9,1,4,0.0,57973.16786464272,3,0,0,111011110110,3,false,0.0,1.0000000000000004,2.507679362187774e-16,1.0000000000000004,2.5638773072390415e-16,12.0,0.75
