numsamples,filling,L,N,J,V,W,ts,unconstrained,energy,avrgtimeavrgcorr
20,0.75,12,9,1,4,20.0,0.054844192548908884,true,2.0,0.9893447521454882
20,0.75,12,9,1,4,20.0,0.054844192548908884,true,0.0,0.9872875043227839
20,0.75,12,9,1,16,0.0,0.060157709126835844,true,4.0,0.9906252185079144
20,0.75,12,9,1,16,0.0,0.060157709126835844,true,5.0,0.9920839127962174
20,0.75,12,9,1,16,0.0,0.060157709126835844,true,2.0,0.9892431482381185
20,0.75,12,9,1,16,0.0,0.060157709126835844,true,0.0,0.9877177048462497
20,0.75,12,9,1,1,0.0,0.060157709126835844,true,4.0,0.989487984745784
20,0.75,12,9,1,1,0.0,0.060157709126835844,true,5.0,0.9906566527261624
20,0.75,12,9,1,1,0.0,0.060157709126835844,true,2.0,0.9883214876129657
20,0.75,12,9,1,1,0.0,0.060157709126835844,true,0.0,0.9860025195443362
20,0.75,12,9,1,4,0.0,0.060157709126835844,true,4.0,0.9895610575781253
20,0.75,12,9,1,4,0.0,0.060157709126835844,true,5.0,0.9907437416172485
20,0.75,12,9,1,4,0.0,0.060157709126835844,true,2.0,0.9883728535263275
20,0.75,12,9,1,4,0.0,0.060157709126835844,true,0.0,0.9861326903447472
20,0.75,12,9,1,16,1.0,0.060157709126835844,true,4.0,0.990626320906075
20,0.75,12,9,1,16,1.0,0.060157709126835844,true,5.0,0.9920847395220623
20,0.75,12,9,1,16,1.0,0.060157709126835844,true,2.0,0.989244462048834
20,0.75,12,9,1,16,1.0,0.060157709126835844,true,0.0,0.987719094327216
20,0.75,12,9,1,1,1.0,0.060157709126835844,true,4.0,0.9894894562518146
20,0.75,12,9,1,1,1.0,0.060157709126835844,true,5.0,0.9906579565865634
20,0.75,12,9,1,1,1.0,0.060157709126835844,true,2.0,0.9883231089013215
20,0.75,12,9,1,1,1.0,0.060157709126835844,true,0.0,0.9860044714047114
20,0.75,12,9,1,4,1.0,0.060157709126835844,true,4.0,0.9895625032984902
20,0.75,12,9,1,4,1.0,0.060157709126835844,true,5.0,0.9907450151547169
20,0.75,12,9,1,4,1.0,0.060157709126835844,true,2.0,0.9883744566072046
20,0.75,12,9,1,4,1.0,0.060157709126835844,true,0.0,0.9861345991544994
20,0.75,12,9,1,16,20.0,0.060157709126835844,true,4.0,0.9910445789373123
20,0.75,12,9,1,16,20.0,0.060157709126835844,true,5.0,0.9923999896860342
20,0.75,12,9,1,16,20.0,0.060157709126835844,true,2.0,0.9897421319035514
20,0.75,12,9,1,16,20.0,0.060157709126835844,true,0.0,0.9882468797771814
20,0.75,12,9,1,1,20.0,0.060157709126835844,true,4.0,0.9900444714691721
20,0.75,12,9,1,1,20.0,0.060157709126835844,true,5.0,0.9911497710144682
20,0.75,12,9,1,1,20.0,0.060157709126835844,true,2.0,0.9889344506844824
20,0.75,12,9,1,1,20.0,0.060157709126835844,true,0.0,0.9867405013394642
20,0.75,12,9,1,4,20.0,0.060157709126835844,true,4.0,0.9901080034917018
20,0.75,12,9,1,4,20.0,0.060157709126835844,true,5.0,0.9912256335208337
20,0.75,12,9,1,4,20.0,0.060157709126835844,true,2.0,0.98897908985206
20,0.75,12,9,1,4,20.0,0.060157709126835844,true,0.0,0.9868546937483681
20,0.75,12,9,1,16,0.0,0.06598601965306876,true,4.0,0.9901682694147838
20,0.75,12,9,1,16,0.0,0.06598601965306876,true,5.0,0.9917443842962221
20,0.75,12,9,1,16,0.0,0.06598601965306876,true,2.0,0.9887025799038004
20,0.75,12,9,1,16,0.0,0.06598601965306876,true,0.0,0.987151634858432
20,0.75,12,9,1,1,0.0,0.06598601965306876,true,4.0,0.9888892030610107
20,0.75,12,9,1,1,0.0,0.06598601965306876,true,5.0,0.9901244991980106
20,0.75,12,9,1,1,0.0,0.06598601965306876,true,2.0,0.9876563974774882
20,0.75,12,9,1,1,0.0,0.06598601965306876,true,0.0,0.9852068773090114
20,0.75,12,9,1,4,0.0,0.06598601965306876,true,4.0,0.9889729127710603
20,0.75,12,9,1,4,0.0,0.06598601965306876,true,5.0,0.9902243526625526
20,0.75,12,9,1,4,0.0,0.06598601965306876,true,2.0,0.9877152982572232
20,0.75,12,9,1,4,0.0,0.06598601965306876,true,0.0,0.9853560628928645
20,0.75,12,9,1,16,1.0,0.06598601965306876,true,4.0,0.9901694998897235
20,0.75,12,9,1,16,1.0,0.06598601965306876,true,5.0,0.9917452784416926
20,0.75,12,9,1,16,1.0,0.06598601965306876,true,2.0,0.9887040521222369
20,0.75,12,9,1,16,1.0,0.06598601965306876,true,0.0,0.9871531654927046
20,0.75,12,9,1,1,1.0,0.06598601965306876,true,4.0,0.98889089128626
20,0.75,12,9,1,1,1.0,0.06598601965306876,true,5.0,0.9901259950515527
20,0.75,12,9,1,1,1.0,0.06598601965306876,true,2.0,0.9876582575272036
20,0.75,12,9,1,1,1.0,0.06598601965306876,true,0.0,0.985209116031159
20,0.75,12,9,1,4,1.0,0.06598601965306876,true,4.0,0.9889745679090055
20,0.75,12,9,1,4,1.0,0.06598601965306876,true,5.0,0.9902258095422352
20,0.75,12,9,1,4,1.0,0.06598601965306876,true,2.0,0.9877171349025609
20,0.75,12,9,1,4,1.0,0.06598601965306876,true,0.0,0.9853582463222813
20,0.75,12,9,1,16,20.0,0.06598601965306876,true,4.0,0.9906341654611579
20,0.75,12,9,1,16,20.0,0.06598601965306876,true,5.0,0.9920855650722801
20,0.75,12,9,1,16,20.0,0.06598601965306876,true,2.0,0.9892589834784045
20,0.75,12,9,1,16,20.0,0.06598601965306876,true,0.0,0.9877324132048887
20,0.75,12,9,1,1,20.0,0.06598601965306876,true,4.0,0.9895234454206229
20,0.75,12,9,1,1,20.0,0.06598601965306876,true,5.0,0.9906865106071955
20,0.75,12,9,1,1,20.0,0.06598601965306876,true,2.0,0.9883549786250867
20,0.75,12,9,1,1,20.0,0.06598601965306876,true,0.0,0.9860477331086389
20,0.75,12,9,1,4,20.0,0.06598601965306876,true,4.0,0.9895950605495688
