L,N,J,V,W,unconstrained,avrgdistance,stddistance,numsamples,filling
16,12,1,0.17782794100389226,20.0,false,0.1315970102197046,0.0017807275565961955,20,0.75
16,12,1,0.17782794100389226,20.0,true,0.3690418860879682,0.004500741782350055,20,0.75
16,12,1,0.1,20.0,false,0.13120641801987523,0.0017930884078399053,20,0.75
16,12,1,0.1,20.0,true,0.36575082993756325,0.004488115799589625,20,0.75
16,12,1,0.31622776601683794,20.0,false,0.12977440130999351,0.0017983589675825433,20,0.75
16,12,1,0.31622776601683794,20.0,true,0.37655630983686206,0.004402644976823488,20,0.75
16,12,1,0.5623413251903491,20.0,false,0.12890281931983233,0.0018084506924162024,20,0.75
16,12,1,0.5623413251903491,20.0,true,0.3895085637139574,0.004480444687620386,20,0.75
16,12,1,1.0,20.0,false,0.1243995895229441,0.00164137895026727,20,0.75
16,12,1,1.0,20.0,true,0.4111000732433464,0.004760631031150458,20,0.75
16,12,1,1.7782794100389228,20.0,false,0.12070801849071285,0.0014532146730381037,20,0.75
16,12,1,1.7782794100389228,20.0,true,0.43968105901549254,0.00521314566050451,20,0.75
16,12,1,10.0,20.0,false,0.08853938329495994,0.000628974186756372,20,0.75
16,12,1,10.0,20.0,true,0.43726155431179314,0.002623127416785399,20,0.75
16,12,1,100.0,20.0,false,0.033416102664869815,0.0005705804680438959,20,0.75
16,12,1,100.0,20.0,true,0.24705856365569265,0.0034265510191184624,20,0.75
16,12,1,17.78279410038923,20.0,false,0.06746118060580508,0.0005619218540306038,20,0.75
16,12,1,17.78279410038923,20.0,true,0.30039412098701657,0.003450612938066871,20,0.75
16,12,1,3.1622776601683795,20.0,false,0.11589468025933262,0.0012743541665774499,20,0.75
16,12,1,3.1622776601683795,20.0,true,0.4723115008564852,0.005497919322669688,20,0.75
16,12,1,31.622776601683793,20.0,false,0.04295766220506209,0.000648075353395344,20,0.75
16,12,1,31.622776601683793,20.0,true,0.25058952473438595,0.0033525576228171645,20,0.75
16,12,1,5.623413251903491,20.0,false,0.10552004100696574,0.0012254469695579615,20,0.75
16,12,1,5.623413251903491,20.0,true,0.48325653309582794,0.005446429081555779,20,0.75
16,12,1,56.23413251903491,20.0,false,0.034311038443782596,0.0005612024495628016,20,0.75
16,12,1,56.23413251903491,20.0,true,0.24801010443158975,0.0033866125231969573,20,0.75
16,12,1,0.17782794100389226,200.0,false,0.013053943340457074,0.0006366316779413981,20,0.75
16,12,1,0.17782794100389226,200.0,true,0.039952513992655016,0.0017744359118223667,20,0.75
16,12,1,0.1,200.0,false,0.012948948327483967,0.000637556365964844,20,0.75
16,12,1,0.1,200.0,true,0.040127067519648854,0.0017926201511685319,20,0.75
16,12,1,0.31622776601683794,200.0,false,0.013351921350560602,0.0006340854056661095,20,0.75
16,12,1,0.31622776601683794,200.0,true,0.04014825290621655,0.0017422625851704115,20,0.75
16,12,1,0.5623413251903491,200.0,false,0.013457917838446631,0.0006141862998647753,20,0.75
16,12,1,0.5623413251903491,200.0,true,0.04049784606882674,0.00165702208588062,20,0.75
16,12,1,1.0,200.0,false,0.01349319868596215,0.0005824521951745221,20,0.75
16,12,1,1.0,200.0,true,0.04158144707230061,0.001565613972360162,20,0.75
16,12,1,1.7782794100389228,200.0,false,0.013613987539512406,0.0005057868410637587,20,0.75
16,12,1,1.7782794100389228,200.0,true,0.03993059610772913,0.0013690446766893285,20,0.75
16,12,1,10.0,200.0,false,0.014628058210298004,0.0003758512719696431,20,0.75
16,12,1,10.0,200.0,true,0.040936988355411416,0.0012390287852939498,20,0.75
16,12,1,100.0,200.0,false,0.006597462376114449,0.00023223733413370813,20,0.75
16,12,1,100.0,200.0,true,0.030023352896664673,0.001200897231410634,20,0.75
16,12,1,17.78279410038923,200.0,false,0.011704494350541206,0.0002885606846924156,20,0.75
16,12,1,17.78279410038923,200.0,true,0.0434931993215514,0.0015914007698247885,20,0.75
16,12,1,3.1622776601683795,200.0,false,0.012648363039000113,0.0004551584652905852,20,0.75
16,12,1,3.1622776601683795,200.0,true,0.04217081352464244,0.0014657743778802577,20,0.75
16,12,1,31.622776601683793,200.0,false,0.010413174485181847,0.00034014293616456426,20,0.75
16,12,1,31.622776601683793,200.0,true,0.0358316951939037,0.0012395075115819469,20,0.75
16,12,1,5.623413251903491,200.0,false,0.01380565340546371,0.0004201938591942904,20,0.75
16,12,1,5.623413251903491,200.0,true,0.04342960071843323,0.0014099555873293352,20,0.75
16,12,1,56.23413251903491,200.0,false,0.009683725752110114,0.00023327468734179847,20,0.75
16,12,1,56.23413251903491,200.0,true,0.039560949454773106,0.0012511686003934621,20,0.75
16,12,1,0.17782794100389226,3.5565588200778455,false,0.6079603433017009,0.0035515941897192077,20,0.75
16,12,1,0.17782794100389226,3.5565588200778455,true,0.985022191474612,0.00047974546824220495,20,0.75
16,12,1,0.1,3.5565588200778455,false,0.6092139640357914,0.0035672908280262525,20,0.75
16,12,1,0.1,3.5565588200778455,true,0.984697117715084,0.0004885968724123333,20,0.75
16,12,1,0.31622776601683794,3.5565588200778455,false,0.6075199060586354,0.0035773596916215014,20,0.75
16,12,1,0.31622776601683794,3.5565588200778455,true,0.9855870232316717,0.0004495722645730112,20,0.75
16,12,1,0.5623413251903491,3.5565588200778455,false,0.6020912804954988,0.003487366281678543,20,0.75
16,12,1,0.5623413251903491,3.5565588200778455,true,0.9868049823158112,0.0004034153164438969,20,0.75
16,12,1,1.0,3.5565588200778455,false,0.5882439348312823,0.003356632070906333,20,0.75
16,12,1,1.0,3.5565588200778455,true,0.9882701427334387,0.00029625993126333847,20,0.75
16,12,1,1.7782794100389228,3.5565588200778455,false,0.548244175205359,0.0029307012119944107,20,0.75
16,12,1,1.7782794100389228,3.5565588200778455,true,0.987022139905681,0.00021730318122350494,20,0.75
16,12,1,10.0,3.5565588200778455,false,0.21324029896100805,0.0016454142198889703,20,0.75
16,12,1,10.0,3.5565588200778455,true,0.8671056578306404,0.0013372728616605882,20,0.75
16,12,1,100.0,3.5565588200778455,false,0.1571976618790026,0.0013612707116542667,20,0.75
16,12,1,100.0,3.5565588200778455,true,0.8565102381775429,0.0014406457802442958,20,0.75
16,12,1,17.78279410038923,3.5565588200778455,false,0.1819292799377356,0.0015529961445849673,20,0.75
16,12,1,17.78279410038923,3.5565588200778455,true,0.8608163117464006,0.0014183850500997556,20,0.75
16,12,1,3.1622776601683795,3.5565588200778455,false,0.44570385857654415,0.002272024045468399,20,0.75
16,12,1,3.1622776601683795,3.5565588200778455,true,0.9709811229218562,0.00020132277210763378,20,0.75
16,12,1,31.622776601683793,3.5565588200778455,false,0.16802225245380423,0.0014323006932400412,20,0.75
16,12,1,31.622776601683793,3.5565588200778455,true,0.8583415722346184,0.0014443129811784285,20,0.75
16,12,1,5.623413251903491,3.5565588200778455,false,0.3067830645168712,0.001665465518430591,20,0.75
16,12,1,5.623413251903491,3.5565588200778455,true,0.923101611600092,0.00045310717771368997,20,0.75
16,12,1,56.23413251903491,3.5565588200778455,false,0.1608559735130592,0.0013754517550948182,20,0.75
16,12,1,56.23413251903491,3.5565588200778455,true,0.8571674610942193,0.0014510711705522405,20,0.75
16,12,1,0.17782794100389226,35.56558820077846,false,0.07721699134994227,0.0015721886312396651,20,0.75
16,12,1,0.17782794100389226,35.56558820077846,true,0.21929966070841203,0.003753221980315681,20,0.75
16,12,1,0.1,35.56558820077846,false,0.07646588969913314,0.0015948904018377335,20,0.75
16,12,1,0.1,35.56558820077846,true,0.21770461079917958,0.0037448416302742304,20,0.75
16,12,1,0.31622776601683794,35.56558820077846,false,0.07511997169927928,0.0015105954073646737,20,0.75
16,12,1,0.31622776601683794,35.56558820077846,true,0.22397877102525127,0.003857822790906196,20,0.75
16,12,1,0.5623413251903491,35.56558820077846,false,0.07489900418301475,0.001447427970946804,20,0.75
16,12,1,0.5623413251903491,35.56558820077846,true,0.2270844053146416,0.003867234702294964,20,0.75
16,12,1,1.0,35.56558820077846,false,0.07491263060222883,0.0013809564329646834,20,0.75
16,12,1,1.0,35.56558820077846,true,0.23289534026801392,0.0038197659447891294,20,0.75
16,12,1,1.7782794100389228,35.56558820077846,false,0.07310467585770648,0.0012214628089800177,20,0.75
16,12,1,1.7782794100389228,35.56558820077846,true,0.23733029006013898,0.003942008515433281,20,0.75
16,12,1,10.0,35.56558820077846,false,0.05837974392693386,0.0007459554057159079,20,0.75
16,12,1,10.0,35.56558820077846,true,0.2519080877731736,0.0037248553502491847,20,0.75
16,12,1,100.0,35.56558820077846,false,0.01969076091733309,0.0003989006635423327,20,0.75
16,12,1,100.0,35.56558820077846,true,0.13597097735928654,0.002676629390965438,20,0.75
16,12,1,17.78279410038923,35.56558820077846,false,0.04682878721568247,0.00039143399762623954,20,0.75
16,12,1,17.78279410038923,35.56558820077846,true,0.21723077604815266,0.002501378203791716,20,0.75
16,12,1,3.1622776601683795,35.56558820077846,false,0.06829828050240531,0.0010640146524465526,20,0.75
16,12,1,3.1622776601683795,35.56558820077846,true,0.25128481484052034,0.0037108978190840375,20,0.75
16,12,1,31.622776601683793,35.56558820077846,false,0.038063895549216874,0.0004031745212748305,20,0.75
16,12,1,31.622776601683793,35.56558820077846,true,0.15627463393166025,0.0028832241731743496,20,0.75
16,12,1,5.623413251903491,35.56558820077846,false,0.06349880131838966,0.0009427791056609114,20,0.75
16,12,1,5.623413251903491,35.56558820077846,true,0.2532349305464741,0.0037872165770076413,20,0.75
16,12,1,56.23413251903491,35.56558820077846,false,0.023979797539978233,0.0004652073713134062,20,0.75
16,12,1,56.23413251903491,35.56558820077846,true,0.136763174445717,0.002685214866733481,20,0.75
16,12,1,0.17782794100389226,6.324555320336759,false,0.37579296395530604,0.0033338494917708656,20,0.75
16,12,1,0.17782794100389226,6.324555320336759,true,0.8958006455447519,0.002671918145753369,20,0.75
16,12,1,0.1,6.324555320336759,false,0.3767222206633577,0.003259280241795359,20,0.75
16,12,1,0.1,6.324555320336759,true,0.8930753433492958,0.00270920558391704,20,0.75
16,12,1,0.31622776601683794,6.324555320336759,false,0.37357798073735454,0.0031842011324617805,20,0.75
16,12,1,0.31622776601683794,6.324555320336759,true,0.9062264155209444,0.002519046980786827,20,0.75
16,12,1,0.5623413251903491,6.324555320336759,false,0.375633132513163,0.0031954390611115065,20,0.75
16,12,1,0.5623413251903491,6.324555320336759,true,0.9208531974850643,0.002261844075744372,20,0.75
16,12,1,1.0,6.324555320336759,false,0.37133780497777874,0.003220486159433792,20,0.75
